,,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
Output_1,23,0.0,0.0,0.0031176090240478517,0.0062352180480957035,1,1,1,rbf,"{'C': 1, 'epsilon': 1, 'gamma': 1, 'kernel': 'rbf'}",-0.04735675437349876,-0.04976907132173697,-0.05063734644974417,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299983,28
Output_1,24,0.0,0.0,0.0,0.0,1,10,0.01,rbf,"{'C': 1, 'epsilon': 10, 'gamma': 0.01, 'kernel': 'rbf'}",-0.04735675437349877,-0.04976907132173697,-0.05063734644974418,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299996,28
Output_1,25,0.0031242847442626955,0.006248569488525391,0.0,0.0,1,10,0.1,rbf,"{'C': 1, 'epsilon': 10, 'gamma': 0.1, 'kernel': 'rbf'}",-0.04735675437349877,-0.04976907132173697,-0.05063734644974418,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299996,28
Output_1,26,0.0,0.0,0.0,0.0,1,10,1,rbf,"{'C': 1, 'epsilon': 10, 'gamma': 1, 'kernel': 'rbf'}",-0.04735675437349877,-0.04976907132173697,-0.05063734644974418,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299996,28
Output_1,27,0.0,0.0,0.0,0.0,1,20,0.01,rbf,"{'C': 1, 'epsilon': 20, 'gamma': 0.01, 'kernel': 'rbf'}",-0.04735675437349871,-0.049769071321736955,-0.050637346449744165,-0.04799597629067275,-0.04314973717562626,-0.04778177712225577,0.0025994589478299966,19
Output_1,28,0.003124237060546875,0.00624847412109375,0.0,0.0,1,20,0.1,rbf,"{'C': 1, 'epsilon': 20, 'gamma': 0.1, 'kernel': 'rbf'}",-0.04735675437349871,-0.049769071321736955,-0.050637346449744165,-0.04799597629067275,-0.04314973717562626,-0.04778177712225577,0.0025994589478299966,19
Output_1,29,0.0,0.0,0.0,0.0,1,20,1,rbf,"{'C': 1, 'epsilon': 20, 'gamma': 1, 'kernel': 'rbf'}",-0.04735675437349871,-0.049769071321736955,-0.050637346449744165,-0.04799597629067275,-0.04314973717562626,-0.04778177712225577,0.0025994589478299966,19
Output_1,30,0.10746607780456544,0.006026214927102127,0.05295352935791016,0.0069531709633378555,10,0.01,0.01,rbf,"{'C': 10, 'epsilon': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",-0.01706373258903992,-0.01831120721775705,-0.019794263233370916,-0.01853453977875623,-0.0173056624582093,-0.018201881055426684,0.0009753855383537717,11
Output_1,31,0.12235965728759765,0.006006892486700249,0.039917278289794925,0.007713100015398772,10,0.01,0.1,rbf,"{'C': 10, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",-0.002875174466195927,-0.0028869236031707646,-0.003331273890262697,-0.002965154418838445,-0.0026843208094239975,-0.002948569437578366,0.00021248629504667574,4
Output_1,32,0.2065197467803955,0.01190226516778818,0.01560349464416504,3.782806608830875e-05,10,0.01,1,rbf,"{'C': 10, 'epsilon': 0.01, 'gamma': 1, 'kernel': 'rbf'}",-0.00033874412791134464,-0.0003290593697789856,-0.0003119500079776742,-0.00025964663064005834,-0.00033585784499629375,-0.0003150515962608713,2.9222538653257576e-05,1
Output_1,33,0.06267509460449219,0.007670701376632736,0.03098011016845703,0.0005287604439729234,10,0.1,0.01,rbf,"{'C': 10, 'epsilon': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",-0.019975053616300368,-0.02183907424882162,-0.023099360057896128,-0.02204477763606628,-0.019677466108974574,-0.021327146333611793,0.0013013382282051854,12
Output_1,34,0.03436708450317383,0.00624835516539259,0.006248664855957031,0.007653020236863752,10,0.1,0.1,rbf,"{'C': 10, 'epsilon': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.004506387855019075,-0.004361560019893053,-0.00507706665596324,-0.004443693388639699,-0.0042413246168440605,-0.004526006507271825,0.00028945260559881225,5
Output_1,35,0.021464204788208006,0.007184247507373805,0.000399017333984375,0.00079803466796875,10,0.1,1,rbf,"{'C': 10, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf'}",-0.002254499377578646,-0.002372033456348032,-0.0022935161558378684,-0.002164438354372873,-0.0025208026358133403,-0.002321057995990152,0.00012017881134454636,3
Output_1,36,0.0005984783172607421,0.00048865760142425,0.00039873123168945315,0.0004883479653914794,10,1,0.01,rbf,"{'C': 10, 'epsilon': 1, 'gamma': 0.01, 'kernel': 'rbf'}",-0.04735675437349876,-0.04976907132173697,-0.05063734644974417,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299983,28
Output_1,37,0.000400543212890625,0.0004905684600510048,0.00039844512939453126,0.00048799477029815274,10,1,0.1,rbf,"{'C': 10, 'epsilon': 1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.04735675437349876,-0.04976907132173697,-0.05063734644974417,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299983,28
Output_1,38,0.000796365737915039,0.0003981949281782199,0.0003924846649169922,0.0004807950366669903,10,1,1,rbf,"{'C': 10, 'epsilon': 1, 'gamma': 1, 'kernel': 'rbf'}",-0.04735675437349876,-0.04976907132173697,-0.05063734644974417,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299983,28
Output_1,39,0.0008025169372558594,0.0004013604954088558,0.0001994609832763672,0.00039892196655273444,10,10,0.01,rbf,"{'C': 10, 'epsilon': 10, 'gamma': 0.01, 'kernel': 'rbf'}",-0.04735675437349877,-0.04976907132173697,-0.05063734644974418,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299996,28
Output_1,40,0.0005984306335449219,0.0004886167135700321,0.000399017333984375,0.0004886944566570864,10,10,0.1,rbf,"{'C': 10, 'epsilon': 10, 'gamma': 0.1, 'kernel': 'rbf'}",-0.04735675437349877,-0.04976907132173697,-0.05063734644974418,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299996,28
Output_1,41,0.0005980491638183594,0.000488305338064232,0.0003996372222900391,0.0004894536442237294,10,10,1,rbf,"{'C': 10, 'epsilon': 10, 'gamma': 1, 'kernel': 'rbf'}",-0.04735675437349877,-0.04976907132173697,-0.05063734644974418,-0.04799597629067275,-0.04314973717562626,-0.047781777122255786,0.0025994589478299996,28
Output_1,42,0.0005983829498291016,0.0004885776326209085,0.00016078948974609374,0.0003215789794921875,10,20,0.01,rbf,"{'C': 10, 'epsilon': 20, 'gamma': 0.01, 'kernel': 'rbf'}",-0.04735675437349871,-0.049769071321736955,-0.050637346449744165,-0.04799597629067275,-0.04314973717562626,-0.04778177712225577,0.0025994589478299966,19
Output_1,43,0.0,0.0,0.0,0.0,10,20,0.1,rbf,"{'C': 10, 'epsilon': 20, 'gamma': 0.1, 'kernel': 'rbf'}",-0.04735675437349871,-0.049769071321736955,-0.050637346449744165,-0.04799597629067275,-0.04314973717562626,-0.04778177712225577,0.0025994589478299966,19
Output_1,44,0.0,0.0,0.0,0.0,10,20,1,rbf,"{'C': 10, 'epsilon': 20, 'gamma': 1, 'kernel': 'rbf'}",-0.04735675437349871,-0.049769071321736955,-0.050637346449744165,-0.04799597629067275,-0.04314973717562626,-0.04778177712225577,0.0025994589478299966,19
Output_2,0,0.08451600074768066,0.010568601238736687,0.04699301719665527,0.010975603158224432,0.1,0.01,0.01,rbf,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",-0.0006504852798901897,-0.000699667364599965,-0.0006894196338891834,-0.0007629263522369445,-0.0008517937806093432,-0.0007308584822451252,7.04323935502167e-05,9
Output_2,1,0.018921661376953124,0.0038924351442772257,0.008864831924438477,0.005025673274084692,0.1,0.01,0.1,rbf,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",-5.632232232004885e-05,-5.537272994166719e-05,-5.6329591894177296e-05,-5.542527679350132e-05,-6.356495354085171e-05,-5.7402974898049275e-05,3.1087980390286212e-06,7
Output_2,2,0.012497234344482421,0.006248650427908445,0.006248617172241211,0.0076529618977553655,0.1,0.01,1,rbf,"{'C': 0.1, 'epsilon': 0.01, 'gamma': 1, 'kernel': 'rbf'}",-4.495870281590478e-05,-4.481941967367593e-05,-4.0046224605968484e-05,-4.03580409471401e-05,-5.663346474267313e-05,-4.5363170557072486e-05,6.013318998124192e-06,5
Output_2,3,0.028193235397338867,0.006287360540278888,0.015628337860107422,1.253909472685309e-05,0.1,0.1,0.01,rbf,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",-0.0063850584820191745,-0.006813708993695906,-0.006468802138242693,-0.007336991237641971,-0.007305508674706041,-0.006862013905261158,0.00040167808273880543,18
Output_2,4,0.006248617172241211,0.0076529875230582686,0.0,0.0,0.1,0.1,0.1,rbf,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.003878164234423658,-0.004037334974237245,-0.00395166630910734,-0.004136715052784775,-0.004197603501240469,-0.004040296814358697,0.00011678440210346196,16
Output_2,5,0.0031241893768310545,0.006248378753662109,0.0,0.0,0.1,0.1,1,rbf,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf'}",-0.0029134077373164004,-0.002888772161330148,-0.0028205460560178264,-0.002885075506186837,-0.003206304300482371,-0.002942821152266717,0.00013527421823672923,10
Output_2,6,0.0,0.0,0.0,0.0,0.1,1,0.01,rbf,"{'C': 0.1, 'epsilon': 1, 'gamma': 0.01, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,7,0.003124523162841797,0.006249046325683594,0.0,0.0,0.1,1,0.1,rbf,"{'C': 0.1, 'epsilon': 1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,8,0.0,0.0,0.0,0.0,0.1,1,1,rbf,"{'C': 0.1, 'epsilon': 1, 'gamma': 1, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,9,0.0,0.0,0.0,0.0,0.1,10,0.01,rbf,"{'C': 0.1, 'epsilon': 10, 'gamma': 0.01, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,10,0.0,0.0,0.003124570846557617,0.006249141693115233,0.1,10,0.1,rbf,"{'C': 0.1, 'epsilon': 10, 'gamma': 0.1, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,11,0.0,0.0,0.0,0.0,0.1,10,1,rbf,"{'C': 0.1, 'epsilon': 10, 'gamma': 1, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,12,5.979537963867188e-05,0.00011959075927734376,0.0,0.0,0.1,20,0.01,rbf,"{'C': 0.1, 'epsilon': 20, 'gamma': 0.01, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
Output_2,13,0.00040493011474609377,0.0004960131905976352,0.0006043434143066407,0.0004935674926727039,0.1,20,0.1,rbf,"{'C': 0.1, 'epsilon': 20, 'gamma': 0.1, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
Output_2,14,0.0005919933319091797,0.00048350493106668463,0.00039887428283691406,0.0004889338107675829,0.1,20,1,rbf,"{'C': 0.1, 'epsilon': 20, 'gamma': 1, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
Output_2,15,0.05962095260620117,0.005892927951196698,0.018761110305786134,0.00626365064177519,1,0.01,0.01,rbf,"{'C': 1, 'epsilon': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",-0.0001222634569523711,-0.000132201246180877,-0.00011887244154203856,-0.000131201614791009,-0.0001398064175614347,-0.00012886903540554605,7.4797919655246365e-06,8
Output_2,16,0.009379291534423828,0.007658169320643632,0.0031243324279785155,0.006248664855957031,1,0.01,0.1,rbf,"{'C': 1, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",-4.2124839046124034e-05,-3.9747120198634714e-05,-3.88043653827403e-05,-3.8685518317187544e-05,-4.1924163017513754e-05,-4.025720119244007e-05,1.4904988728151202e-06,4
Output_2,17,0.009372854232788086,0.007652903534136526,0.0,0.0,1,0.01,1,rbf,"{'C': 1, 'epsilon': 0.01, 'gamma': 1, 'kernel': 'rbf'}",-4.053240233260847e-05,-3.7933142664294174e-05,-3.620591126792135e-05,-3.532055080661348e-05,-4.234943756739714e-05,-3.846828892776692e-05,2.631990440309001e-06,3
Output_2,18,0.006940984725952148,0.004925868155151115,0.0023978233337402345,0.0004811771394895377,1,0.1,0.01,rbf,"{'C': 1, 'epsilon': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",-0.004021721129332114,-0.004193191897490925,-0.004122344484382242,-0.0042647143946636734,-0.004350971830877511,-0.004190588747349293,0.00011348803752393206,17
Output_2,19,0.0017940998077392578,0.00039983300414565137,0.0007984161376953125,0.00039921305248250005,1,0.1,0.1,rbf,"{'C': 1, 'epsilon': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.0036827087321465663,-0.003841399956385394,-0.0037848660273085365,-0.0038832372876214205,-0.004033780693704199,-0.0038451985394332235,0.00011581671209087988,13
Output_2,20,0.0009978771209716796,1.2936267820597208e-06,0.0005976676940917969,0.0004879950964523029,1,0.1,1,rbf,"{'C': 1, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf'}",-0.0030309539549807805,-0.002976247821586023,-0.0029116691845569244,-0.0029420101693394276,-0.0030204345015728035,-0.002976263126407192,4.536042270518709e-05,11
Output_2,21,0.0005978584289550781,0.0004885774743920887,0.0003989696502685547,0.0004886360853561638,1,1,0.01,rbf,"{'C': 1, 'epsilon': 1, 'gamma': 0.01, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,22,0.0004638195037841797,0.00045148753156869844,0.0,0.0,1,1,0.1,rbf,"{'C': 1, 'epsilon': 1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,23,0.0,0.0,0.0,0.0,1,1,1,rbf,"{'C': 1, 'epsilon': 1, 'gamma': 1, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,24,0.0,0.0,0.0,0.0,1,10,0.01,rbf,"{'C': 1, 'epsilon': 10, 'gamma': 0.01, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,25,0.003124570846557617,0.006249141693115233,0.0,0.0,1,10,0.1,rbf,"{'C': 1, 'epsilon': 10, 'gamma': 0.1, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,26,0.0,0.0,0.0,0.0,1,10,1,rbf,"{'C': 1, 'epsilon': 10, 'gamma': 1, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,27,0.0,0.0,0.0,0.0,1,20,0.01,rbf,"{'C': 1, 'epsilon': 20, 'gamma': 0.01, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
Output_2,28,0.0031242847442626955,0.00624856948852539,0.0,0.0,1,20,0.1,rbf,"{'C': 1, 'epsilon': 20, 'gamma': 0.1, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
Output_2,29,0.0,0.0,0.0,0.0,1,20,1,rbf,"{'C': 1, 'epsilon': 20, 'gamma': 1, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
Output_2,30,0.04543271064758301,0.002880552827282294,0.004632377624511718,0.0062223631684254046,10,0.01,0.01,rbf,"{'C': 10, 'epsilon': 0.01, 'gamma': 0.01, 'kernel': 'rbf'}",-5.494868623278173e-05,-5.643030825609543e-05,-5.4909787934702624e-05,-5.2694510866412935e-05,-5.661918344711053e-05,-5.512049534742065e-05,1.4086158144519572e-06,6
Output_2,31,0.0062481403350830075,0.007652403521154691,0.0031243324279785155,0.006248664855957031,10,0.01,0.1,rbf,"{'C': 10, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'rbf'}",-4.153387715201459e-05,-3.6046411512000135e-05,-3.614740842353112e-05,-3.818239867826176e-05,-3.921930773408628e-05,-3.822588069997877e-05,2.049476100387588e-06,2
Output_2,32,0.0062488079071044925,0.007653195466618446,0.0031305789947509766,0.006261157989501954,10,0.01,1,rbf,"{'C': 10, 'epsilon': 0.01, 'gamma': 1, 'kernel': 'rbf'}",-3.9053936488658465e-05,-3.964822317592938e-05,-3.408917651337174e-05,-3.7668645118339803e-05,-3.9538430844571445e-05,-3.7999682428174164e-05,2.0783901039135658e-06,1
Output_2,33,0.0,0.0,0.0,0.0,10,0.1,0.01,rbf,"{'C': 10, 'epsilon': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",-0.0038166532917869754,-0.0039717312466208835,-0.003913170977997066,-0.0040756573523544224,-0.004089353186427995,-0.003973313211037469,0.00010207989053345531,15
Output_2,34,0.003117942810058594,0.0062358856201171885,0.0,0.0,10,0.1,0.1,rbf,"{'C': 10, 'epsilon': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.0036948239430696517,-0.0038437359204719058,-0.0038010062195706685,-0.0038658817771804214,-0.004042112335173087,-0.003849512039093147,0.00011285160831851219,14
Output_2,35,0.0,0.0,0.0,0.0,10,0.1,1,rbf,"{'C': 10, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf'}",-0.0030309539549807805,-0.002976247821586023,-0.0029116691845569244,-0.0029420101693394276,-0.0030204345015728035,-0.002976263126407192,4.536042270518709e-05,11
Output_2,36,0.0,0.0,0.0,0.0,10,1,0.01,rbf,"{'C': 10, 'epsilon': 1, 'gamma': 0.01, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,37,0.0,0.0,0.0,0.0,10,1,0.1,rbf,"{'C': 10, 'epsilon': 1, 'gamma': 0.1, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,38,0.0027361392974853517,0.004493858806826478,0.00019869804382324218,0.00039739608764648436,10,1,1,rbf,"{'C': 10, 'epsilon': 1, 'gamma': 1, 'kernel': 'rbf'}",-0.0449192214729061,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.046665459084346494,0.0018519511919548187,28
Output_2,39,0.0007982254028320312,0.00039912064862286255,0.00020575523376464844,0.0004115104675292969,10,10,0.01,rbf,"{'C': 10, 'epsilon': 10, 'gamma': 0.01, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,40,0.0001995563507080078,0.0003991127014160156,0.00039887428283691406,0.0004885192380524391,10,10,0.1,rbf,"{'C': 10, 'epsilon': 10, 'gamma': 0.1, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,41,0.0007917404174804688,0.00039608315442986585,0.0,0.0,10,10,1,rbf,"{'C': 10, 'epsilon': 10, 'gamma': 1, 'kernel': 'rbf'}",-0.044919221472906085,-0.04611740317658251,-0.044619291199367944,-0.04914576993668293,-0.048525609636192985,-0.04666545908434649,0.001851951191954821,19
Output_2,42,0.0004055500030517578,0.0004968122850435057,0.0003989696502685547,0.000488636038823848,10,20,0.01,rbf,"{'C': 10, 'epsilon': 20, 'gamma': 0.01, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
Output_2,43,0.0010005474090576173,6.884643518940988e-06,0.0,0.0,10,20,0.1,rbf,"{'C': 10, 'epsilon': 20, 'gamma': 0.1, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
Output_2,44,0.0005954265594482422,0.0004862084668364466,0.00019927024841308593,0.00039854049682617185,10,20,1,rbf,"{'C': 10, 'epsilon': 20, 'gamma': 1, 'kernel': 'rbf'}",-0.044919221472906085,-0.046117403176582535,-0.04461929119936796,-0.049145769936682945,-0.048525609636192985,-0.0466654590843465,0.00185195119195482,37
